PerturbationPercent,RelativeError
1,2.437614168587339e-05
1,1.3834134837464887e-05
1,0.00014379449290177933
1,2.9967617947222407e-05
1,0.00016744370110345795
1,0.00013493002178821214
1,6.8311937341441963e-05
1,0.00018337397609545294
1,1.2123241208810814e-05
1,6.5639253042796555e-05
1,3.9113796622061959e-05
1,7.7618975561351795e-05
1,0.00015274944814462304
1,0.00018087171638568947
1,0.0001616783290881366
1,8.4120481417067358e-05
1,4.9538427879938079e-06
1,7.8353675095684054e-05
1,7.2091530440491618e-05
1,8.2653862675774413e-05
2,0.00010658992569998899
2,0.00010905061089870782
2,0.00010414030812204321
2,0.00020651001005873827
2,2.4771875542903436e-06
2,5.018677554452717e-08
2,0.00019958641384308951
2,0.0001665238563931839
2,9.5096371521109906e-06
2,0.00034490296816420984
2,0.00018688661491917169
2,0.00030014695960937883
2,7.2700855879983848e-05
2,0.00012176540036806709
2,3.6281738970651171e-05
2,0.00011174005157313491
2,0.00012926102057154437
2,0.00024639187985576587
2,0.00025266522500139225
2,9.582933097732181e-05
3,0.00027946122704771938
3,0.00019170836012094412
3,0.00045163821024083448
3,0.00011570329845988453
3,8.5912549143545727e-05
3,0.00024937048321457269
3,0.00032815105998634369
3,7.6040621808340966e-05
3,0.00023014187122470287
3,6.343258187390473e-05
3,0.00026121599861105992
3,0.00020556286414879791
3,0.00014968682441809136
3,0.00013577884323601113
3,0.00042388095258564119
3,3.1363746268933908e-05
3,0.00016011467631888346
3,0.0002342384222037913
3,0.00046659767536658543
3,0.00026382922684658729
4,6.2984642239191305e-05
4,0.00045116162049422138
4,0.00012279490578700933
4,0.00014723168281389213
4,0.00041793098323180528
4,0.000362920706085614
4,5.7411376597896907e-05
4,7.5709349194782996e-05
4,0.00032489528448264015
4,0.0002251524414336619
4,0.00029548062802646361
4,0.0002051801869593909
4,1.4141947232259732e-05
4,0.00042936285541924648
4,0.00029012191357124817
4,0.00013634774031117753
4,0.00038697277409775445
4,0.00029421407395289323
4,0.00020057210471625269
4,0.00061456047722590528
5,0.00070016444586895837
5,0.00046627339013292842
5,3.6417959196223595e-05
5,0.00065750796191789212
5,0.0002499889221451012
5,1.6324739132472361e-05
5,0.00060889987330022346
5,8.9149133308694402e-05
5,0.00027718803900903904
5,0.00032985810487603379
5,1.235962102638694e-05
5,0.00048242551649460834
5,3.4719030628293681e-05
5,0.0001858401477610545
5,0.00073899825292437268
5,0.00074039506254141869
5,0.00051309313809112507
5,0.00069013117805071856
5,0.00048545776513255845
5,0.00030296759460941944
