x	y
-15.0000000000000000	38826.0000000000000000
-14.8492462311557780	36846.1063041466331924
-14.6984924623115578	34926.2121571758834762
-14.5477386934673376	33065.1027444097271655
-14.3969849246231156	31261.5756472382709035
-14.2462311557788937	29514.4408431198171456
-14.0954773869346734	27822.5207055808059522
-13.9447236180904532	26184.6500042157858843
-13.7939698492462313	24599.6759046874503838
-13.6432160804020093	23066.4579687266596011
-13.4924623115577891	21583.8681541324403952
-13.3417085427135689	20150.7908147718953842
-13.1909547738693469	18766.1227005802902568
-13.0402010050251249	17428.7729575610792381
-12.8894472361809047	16137.6631277858250542
-12.7386934673366845	14891.7271493942280358
-12.5879396984924625	13689.9113565941297566
-12.4371859296482405	12531.1744796615312225
-12.2864321608040203	11414.4876449405928724
-12.1356783919598001	10338.8343748435690941
-11.9849246231155782	9303.2105878508773458
-11.8341708542713562	8306.6245985110981565
-11.6834170854271360	7348.0971174409496598
-11.5326633165829158	6426.6612513252766803
-11.3819095477386938	5541.3625029170561902
-11.2311557788944718	4691.2587710374391463
-11.0804020100502516	3875.4203505757159292
-10.9296482412060314	3092.9299324893036101
-10.7788944723618094	2342.8826038037568651
-10.6281407035175874	1624.3858476127934409
-10.4773869346733672	936.5595430782777839
-10.3266331658291470	278.5359654301937553
-10.1758793969849251	-350.5402140333280840
-10.0251256281407031	-951.5119279459977406
-9.8743718592964829	-1525.2097128733857971
-9.7236180904522627	-2072.4517093129288696
-9.5728643216080407	-2594.0436616939268788
-9.4221105527638187	-3090.7789183775175843
-9.2713567839195985	-3563.4384316567011410
-9.1206030150753783	-4012.7907577563446466
-8.9698492462311563	-4439.5920568331703180
-8.8190954773869343	-4844.5860929757491249
-8.6683417085427141	-5228.5042342045107944
-8.5175879396984939	-5592.0654524717465392
-8.3668341708542719	-5935.9763236616081485
-8.2160804020100500	-6260.9310275900961642
-8.0653266331658298	-6567.6113480050662474
-7.9145728643216087	-6856.6866725862428211
-7.7638190954773876	-7128.8139929451990611
-7.6130653266331665	-7384.6379046253659908
-7.4623115577889454	-7624.7906071020333911
-7.3115577889447243	-7849.8919037823479812
-7.1608040201005032	-8060.5492020053115994
-7.0100502512562821	-8257.3575130417866603
-6.8592964824120610	-8440.8994520944888791
-6.7085427135678408	-8611.7452382979918184
-6.5577889447236188	-8770.4526947187296173
-6.4070351758793969	-8917.5672483549915341
-6.2562814070351767	-9053.6219301369183086
-6.1055276381909565	-9179.1373749265167135
-5.9547738693467345	-9294.6218215176468220
-5.8040201005025125	-9400.5711126360238268
-5.6532663316582923	-9497.4686949392234965
-5.5025125628140721	-9585.7856190166730812
-5.3517587939698501	-9665.9805393896658643
-5.2010050251256281	-9738.4997145113447914
-5.0502512562814079	-9803.7770067667115654
-4.8994974874371877	-9862.2338824726266466
-4.7487437185929657	-9914.2794118778056145
-4.5979899497487438	-9960.3102691628228058
-4.4472361809045236	-10000.7107324401076767
-4.2964824120603033	-10035.8526837539502594
-4.1457286432160814	-10066.0956090804920677
-3.9949748743718594	-10091.7865983277388295
-3.8442211055276392	-10113.2603453355459351
-3.6934673366834190	-10130.8391478756311699
-3.5427135678391970	-10144.8329076515674387
-3.3919597989949750	-10155.5391302987845847
-3.2412060301507548	-10163.2429253845693893
-3.0904522613065346	-10168.2170064080673910
-2.9396984924623126	-10170.7216908002792479
-2.7889447236180906	-10171.0048999240643752
-2.6381909547738704	-10169.3021590741373075
-2.4874371859296502	-10165.8365974770713365
-2.3366834170854283	-10160.8189482912948733
-2.1859296482412063	-10154.4475486070950865
-2.0351758793969861	-10146.9083394466179016
-1.8844221105527659	-10138.3748657638607256
-1.7336683417085439	-10129.0082764446851797
-1.5829145728643219	-10118.9573243068043666
-1.4321608040201017	-10108.3583660997901461
-1.2814070351758815	-10097.3353625050731353
-1.1306532663316595	-10085.9998781359372515
-0.9798994974874375	-10074.4510815375288075
-0.8291457286432173	-10062.7757451868474163
-0.6783919597989971	-10051.0482454927496292
-0.5276381909547752	-10039.3305627959489357
-0.3768844221105532	-10027.6722813690212206
-0.2261306532663330	-10016.1105894163902121
-0.0753768844221128	-10004.6702790743456717
0.0753768844221092	-9993.3637464110306610
0.2261306532663312	-9982.1909914264415420
0.3768844221105514	-9971.1396180524370720
0.5276381909547716	-9960.1848341527329467
0.6783919597989936	-9949.2894515228999808
0.8291457286432156	-9938.4038858903641085
0.9798994974874358	-9927.4661569144136593
1.1306532663316560	-9916.4018881861884438
1.2814070351758780	-9905.1243072286906681
1.4321608040200999	-9893.5342454967740196
1.5829145728643184	-9881.5201383771563997
1.7336683417085403	-9868.9580251884035533
1.8844221105527623	-9855.7115491809472587
2.0351758793969843	-9841.6319575370689563
2.1859296482412063	-9826.5581013709143008
2.3366834170854247	-9810.3164357284804282
2.4874371859296467	-9792.7210195876232319
2.6381909547738687	-9773.5735158580573625
2.7889447236180871	-9752.6631913813507708
2.9396984924623091	-9729.7669169309338031
3.0904522613065311	-9704.6491672120882868
3.2412060301507530	-9677.0620208619566256
3.3919597989949750	-9646.7451604495381616
3.5427135678391934	-9613.4258724756873562
3.6934673366834154	-9576.8190473731192469
3.8442211055276374	-9536.6271795064003527
3.9949748743718558	-9492.5403671719595877
4.1457286432160778	-9444.2363125980809855
4.2964824120602998	-9391.3803219449055177
4.4472361809045218	-9333.6253053044292756
4.5979899497487438	-9270.6117767005107453
4.7487437185929622	-9201.9678540888617135
4.8994974874371842	-9127.3092593570490862
5.0502512562814061	-9046.2393183245021646
5.2010050251256246	-8958.3489607425035501
5.3517587939698466	-8863.2167202941909636
5.5025125628140685	-8760.4087345945645211
5.6532663316582905	-8649.4787451904794580
5.8040201005025125	-8529.9680975606479478
5.9547738693467309	-8401.4057411156391026
6.1055276381909529	-8263.3082291978771536
6.2562814070351749	-8115.1797190816441798
6.4070351758793933	-7956.5119719730855650
6.5577889447236153	-7786.7843530101918077
6.7085427135678373	-7605.4638312628203494
6.8592964824120592	-7412.0049797326819316
7.0100502512562812	-7205.8499753533451440
7.1608040201004997	-6986.4285989902418805
7.3115577889447216	-6753.1582354406436934
7.4623115577889436	-6505.4438734336945345
7.6130653266331620	-6242.6781056303989317
7.7638190954773840	-5964.2411286235974330
7.9145728643216060	-5669.5007429380066242
8.0653266331658280	-5357.8123530301963910
8.2160804020100500	-5028.5189672885890104
8.3668341708542684	-4680.9511980334755208
8.5175879396984904	-4314.4272615169811615
8.6683417085427124	-3928.2529779231081193
8.8190954773869308	-3521.7217713677191568
8.9698492462311528	-3094.1146698985076000
9.1206030150753747	-2644.7003054950482692
9.2713567839195967	-2172.7349140687665567
9.4221105527638187	-1677.4623354629438836
9.5728643216080371	-1158.1140134527340706
9.7236180904522591	-613.9089957451014925
9.8743718592964811	-44.0539339789193036
10.0251256281406995	552.2569162750914984
10.1758793969849215	1175.8416955143929954
10.3266331658291435	1827.5309403045484942
10.4773869346733655	2508.1675832792752772
10.6281407035175874	3218.6069531404318695
10.7788944723618059	3959.7167746580107632
10.9296482412060278	4732.3771686701911676
11.0804020100502498	5537.4806520832462411
11.2311557788944683	6375.9321378715903847
11.3819095477386902	7248.6489350778392691
11.5326633165829122	8156.5607488126915996
11.6834170854271342	9100.6096802550091525
11.8341708542713562	10081.7502266518022225
11.9849246231155746	11100.9492813181896054
12.1356783919597966	12159.1861336375150131
12.2864321608040186	13257.4524690611797269
12.4371859296482370	14396.7523691087408224
12.5879396984924590	15578.1023113679693779
12.7386934673366810	16802.5311694947013166
12.8894472361809029	18071.0802132129465463
13.0402010050251249	19384.8031083148453035
13.1909547738693433	20744.7659166606608778
13.3417085427135653	22152.0470961788923887
13.4924623115577873	23607.7375008660892490
13.6432160804020057	25112.9403807869312004
13.7939698492462277	26668.7713820743447286
13.9447236180904497	28276.3585469293175265
14.0954773869346717	29936.8423136209894437
14.2462311557788937	31651.3755164866524865
14.3969849246231121	33421.1233859316926100
14.5477386934673341	35247.2635484297788935
14.6984924623115560	37130.9860265226016054
14.8492462311557745	39073.4932388199595152
14.9999999999999964	41075.9999999999490683
