x	y
0.1000000000000000	0.2312585092994046
0.1145728643216080	0.2495398789672095
0.1291457286432161	0.2660051257596600
0.1437185929648241	0.2808649298149840
0.1582914572864322	0.2942869968622049
0.1728643216080402	0.3064080071467561
0.1874371859296483	0.3173415054357022
0.2020100502512563	0.3271833222704052
0.2165829145728643	0.3360154227739021
0.2311557788944724	0.3439087149836325
0.2457286432160804	0.3509251472685522
0.2603015075376884	0.3571193065217300
0.2748743718592965	0.3625396573909146
0.2894472361809045	0.3672295180146053
0.3040201005025126	0.3712278387896776
0.3185929648241206	0.3745698315026136
0.3331658291457287	0.3772874831289074
0.3477386934673367	0.3794099795787641
0.3623115577889447	0.3809640582960807
0.3768844221105527	0.3819743040449387
0.3914572864321608	0.3824633988856752
0.4060301507537688	0.3824523348806222
0.4206030150753769	0.3819605962274044
0.4351758793969849	0.3810063161230975
0.4497487437185930	0.3796064125954323
0.4643216080402011	0.3777767067125264
0.4788944723618090	0.3755320259393932
0.4934673366834171	0.3728862949034324
0.5080402010050251	0.3698526154298259
0.5226130653266332	0.3664433373871429
0.5371859296482412	0.3626701216254979
0.5517587939698493	0.3585439960806832
0.5663316582914573	0.3540754059474431
0.5809045226130654	0.3492742586854951
0.5954773869346733	0.3441499645068780
0.6100502512562814	0.3387114728978962
0.6246231155778894	0.3329673056495782
0.6391959798994975	0.3269255868041763
0.6537688442211055	0.3205940698694546
0.6683417085427136	0.3139801626054388
0.6829145728643216	0.3070909496484172
0.6974874371859296	0.2999332132030599
0.7120603015075376	0.2925134520045691
0.7266331658291457	0.2848378987279628
0.7412060301507537	0.2769125360002752
0.7557788944723618	0.2687431111530692
0.7703517587939698	0.2603351498367555
0.7849246231155779	0.2516939686044150
0.7994974874371860	0.2428246865608198
0.8140703517587939	0.2337322361618795
0.8286432160804020	0.2244213732405774
0.8432160804020100	0.2148966863274392
0.8577889447236181	0.2051626053265105
0.8723618090452261	0.1952234096016083
0.8869346733668342	0.1850832355221156
0.9015075376884422	0.1747460835127346
0.9160804020100503	0.1642158246472987
0.9306532663316582	0.1534962068229210
0.9452261306532663	0.1425908605473424
0.9597989949748743	0.1315033043693058
0.9743718592964824	0.1202369499790610
0.9889447236180904	0.1087951070036765
1.0035175879396985	0.0971809875196459
1.0180904522613066	0.0853977103033252
1.0326633165829147	0.0734483048379629
1.0472361809045228	0.0613357150945060
1.0618090452261306	0.0490628031019219
1.0763819095477387	0.0366323523214842
1.0909547738693468	0.0240470708382963
1.1055276381909549	0.0113095943822602
1.1201005025125630	-0.0015775108102665
1.1346733668341709	-0.0146117452837581
1.1492462311557790	-0.0277906737901896
1.1638190954773870	-0.0411119228462446
1.1783919597989951	-0.0545731784128918
1.1929648241206030	-0.0681721836897596
1.2075376884422111	-0.0819067370172988
1.2221105527638192	-0.0957746898802246
1.2366834170854273	-0.1097739450062025
1.2512562814070352	-0.1239024545541628
1.2658291457286432	-0.1381582183870263
1.2804020100502513	-0.1525392824239772
1.2949748743718594	-0.1670437370677609
1.3095477386934675	-0.1816697157027821
1.3241206030150754	-0.1964153932600623
1.3386934673366835	-0.2112789848453806
1.3532663316582916	-0.2262587444271534
1.3678391959798997	-0.2413529635808406
1.3824120603015075	-0.2565599702868651
1.3969849246231156	-0.2718781277792243
1.4115577889447237	-0.2873058334421479
1.4261306532663318	-0.3028415177523267
1.4407035175879397	-0.3184836432643769
1.4552763819095478	-0.3342307036373601
1.4698492462311559	-0.3500812227002951
1.4844221105527640	-0.3660337535547371
1.4989949748743721	-0.3820868777125984
1.5135678391959799	-0.3982392042674995
1.5281407035175880	-0.4144893690980367
1.5427135678391961	-0.4308360341014426
1.5572864321608042	-0.4472778864562057
